Serial,Date (YMD),Event,Provincia,Code Provincia,Departamento,Code Departamento,Comments,Cause,Description of Cause,Source,DataCards,Evacuated,lat,lon,rio1.nombre,rio1.distancia,rio2.nombre,rio2.distancia
2134-f,10/11/1985,FLOOD,Buenos Aires,6,Tigre,6805,V. aneg. Loc. afec.: Pacheco  El Talar.  Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,lluvias  desborde Río Lujan y arroyos,Cl - LN,1,1,-34.3277116,-58.608687,Arroyo Carapachay,3.246417800948728,Tigre,6.147673098235007
2115-f,10/11/1985,FLOOD,Buenos Aires,6,Tapalque,6798,Part. Emergencia Agropecuaria (pérdida cosecha fina e imposibilidad de hacer laboreos para la gruesa). Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.475682,-60.1222218,Aº Las Flores - Gral. Alvear,29.39590872584045,Aº Saladillo - RN Nº205,83.23181225558588
2115-c,10/11/1985,FLOOD,Buenos Aires,6,Tandil,6791,Aneg. V. periféricas  cortes de energía eléctrica. Soc: D.C.  Cuadrillas Municipales. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,Cl - LN,1,1,-37.3502704,-59.07873297,Aº De los Huesos - RN 226,53.39860456295987,Quequen Grande - Necochea,73.08306901993565
2134-p,10/11/1985,FLOOD,Buenos Aires,6,San Vicente,6778,V. aneg. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde arroyos,Cl - LN,1,1,-35.18311,-58.45241002,Finky,23.894235046213716,Arroyo San Francisco - Dr. Torre,28.27528574855972
2134-t,10/11/1985,FLOOD,Buenos Aires,6,San Isidro,6756,V. aneg. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,Cl - LN,1,1,-34.47940181,-58.5074044,San Isidro,1.2918934163533349,San Fernando,5.439281498493588
2134-u,10/11/1985,FLOOD,Buenos Aires,6,San Fernando,6749,V. aneg. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde arroyos,Cl - LN,1,1,-34.2256455,-58.5931568,Palmas,7.152462249602801,Arroyo Carapachay,8.810303651454168
2115-i,10/11/1985,FLOOD,Buenos Aires,6,San Cayetano,6742,V. aneg. y has. encharcadas. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-38.6740577,-59.49935949,Quequen Grande - Necochea,83.21649934518933,Mar del Plata,221.97543494733299
2036-w,10/11/1985,FLOOD,Buenos Aires,6,Salto,6714,V. aneg.  has. encharcadas. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-34.1554316,-60.4724629,Aº Pergamino - Pergamino,17.530867602000498,Arrecifes - Arrecifes,51.87143530297867
2115-k,10/11/1985,FLOOD,Buenos Aires,6,Salliquello,6721,V. aneg. y has encharcadas. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.56899083,-63.08762296,Quinto - RP Nº26,109.29784919958735,Canal Regulador N°4 - La Pantanosa,200.39445887396587
2115-l,10/11/1985,FLOOD,Buenos Aires,6,Saavedra,6700,Caminos anegados. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-37.72446606,-62.10173503,Sauce Grande - RN Nº3,70.51294178716454,Colorado - Pedro Luro,112.59412086898998
2115-v,10/11/1985,FLOOD,Buenos Aires,6,Roque Perez,6693,El 75% del part. aneg. Desborde canal 9  16 y arroyo Saladillo. Pérdida cosecha fina. 80% ganado ovino afec. Red camionera vecinal destruida. Loc. Roque Perez  casco urbano aneg. y Bagueire aislada. Ver ficha 2115-a.ada. Ver ficha 2115-a (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Río Salado,Cl - LN,1,1,-35.41999054,-59.66501618,Aº Saladillo - RN Nº205,10.282451907030255,Arrecifes - Arrecifes,83.64975127673584
2115-h,10/11/1985,FLOOD,Buenos Aires,6,Rojas,6686,Casco urbano aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-34.2433108,-60.532499,Aº Pergamino - Pergamino,19.01031404496863,Arrecifes - Arrecifes,59.043332583870416
2115-ñ,10/11/1985,FLOOD,Buenos Aires,6,Rivadavia,6679,Part.  Emergencia Agropecuaria (pérdida cosecha fina e imposibilidad laboreos para la gruesa). Pérdida: trigo  maíz y pasturas. Camino y Loc. anegadas: Rivadavia  Fortín Olavarria  Cuero del Zorro  Río Quinto y Sondblan. Soc: D.C. y Bomberos. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Río Quinto,Cl - LN,1,1,-35.4640821,-62.8552805,Lag. La Picasa-Inter. Can. A22,71.44439910962537,Quinto - RP Nº26,94.56626281797021
2115-m,10/11/1985,FLOOD,Buenos Aires,6,Rauch,6672,3/4 partes del Part.  aneg. y/o encharcadas. Ruta Nº30 cortada. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.3845307,-59.0051146,Salado - RP Nº 41,64.46714630947262,Aº Saladillo - RN Nº205,82.28633028244045
2115-s,10/11/1985,FLOOD,Buenos Aires,6,Puan,6651,Caminos aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-38.2787652,-63.308047,Colorado - Paso Alsina,54.980756901196976,Colorado - Pedro Luro,94.36101832744957
2115-t,10/11/1985,FLOOD,Buenos Aires,6,Pila,6630,Part. afec. Cuenca Río Salado. 3/4 del Part. aneg. Ruta Nº29 cortada. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde canal 9,Cl - LN,1,1,-36.09760675,-58.09855871,Salado - RN Nº02,28.56058127945816,La Plata,78.34831393277632
2115-p,10/11/1985,FLOOD,Buenos Aires,6,Pergamino,6623,14/11 80% red vial intransitable. Has aneg. Loc. aisladas Timote  Carlos Salas y Colonia Sere. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-33.5893048,-60.7727646,Aº Pavón - Cnel. Bogado,25.12781231272109,Aº Pergamino - Pergamino,28.302495316275387
2115-r,10/11/1985,FLOOD,Buenos Aires,6,Pellegrini,6616,80%  part. bajo agua  cultivos encharcados. Pellegrini anegada  Bº + afec. San Marco  Pellegrini  San Cayetano y Tres Losa. Ver ficha 2115-a (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.3151294,-63.2094531,Quinto - RP Nº26,91.1436474499408,Cuarto - RN Nº 8,194.23510181246797
2115-o,10/11/1985,FLOOD,Buenos Aires,6,Pehuajo,6609,Part. Emergencia Agropecuaria (pérdidas cosecha fina y suspendida la gruesa).70% área rural aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde  Río Quinto,Cl - LN,1,1,-35.6179927,-62.0046671,Compuerta Alternativa Norte AD,72.84381648860773,Lag. La Picasa-Inter. Can. A22,75.72922237739574
2115-u,10/11/1985,FLOOD,Buenos Aires,6,Olavarria,6595,Part. afec. Cuenca Río Salado. 30% has  destinadas a la agricultura  90%  aneg. y 70% has. destinadas a ganaderia  30% aneg. Ruta Nº226 cortada. Loc. Olavarria 2000 ev. Casco urbano 90% aneg. Ver ficha 2115-a.loc. de Olavarria 2000 ev. el 90% del casco urbano anegado por el desborde del arroyo Tapalque. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.8410918,-60.4478581,Aº Tapalqué - Av de los Trabaj,15.379479819724686,Aº Azul - Seminario Diocesano,61.60103914077433
2115-w,10/11/1985,FLOOD,Buenos Aires,6,Navarro,6574,Caminos aneg. Loc. aisladas. Ver ficha 2115-a (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-35.0117915,-59.4247779,Aº Saladillo - RN Nº205,30.269517763973745,Atucha,64.3187327597267
2134-k,10/11/1985,FLOOD,Buenos Aires,6,Moreno,6560,V. aneg. Loc. afec.: Paso del Rey  Lomas de Marilo. Bº afec. Minguillón  Falvo  Marquez y Roca.  Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde dique Roggero y Río Reconquista,Cl - LN,1,1,-34.55865957,-58.81630109,Escobar,17.533466188272367,Campana,28.02192428754337
2134-b,10/11/1985,FLOOD,Buenos Aires,6,Merlo,6539,V. aneg. Bº afec.: Pompeya  Reconquista  Lago del Bosque  Arco Iris  Samure  Golf y Rivadavia.  Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Reconquista,Cl - LN,1,1,-34.70854224,-58.67958673,Tigre,20.360688093705924,Escobar,24.341271578324474
2036-k,10/11/1985,FLOOD,Buenos Aires,6,Maipu,6511,Caminos y Locs. aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-37.0161454,-57.4884889,Canal 9 - Autovia 2,49.91962155351738,Mar del Plata,61.071912754508524
2115-y,10/11/1985,FLOOD,Buenos Aires,6,Magdalena,06505,Casco urbano aneg.  Loc. aislada  8 días. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-35.17544498,-57.51894858,Oyarvide,43.12057381280639,La Plata,44.61306197804071
2134-c,10/11/1985,FLOOD,Buenos Aires,6,Lomas de Zamora,6490,V. aneg. Loc. afec.: Villa Fiorito  Villa Adelina  Santa Marta  Villa Lamadrid  Ingeniero Budge. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Rió Matanza,Cl - LN,1,1,-34.73790272,-58.44067537,Finky,5.538805425560432,Buenos Aires,11.278302384471056
2036-u,10/11/1985,FLOOD,Buenos Aires,6,Lobos,6483,Caminos y has. aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-35.2649767,-59.0698098,Aº Saladillo - RN Nº205,57.217367386663504,Campana,64.70954304193491
2036-v,10/11/1985,FLOOD,Buenos Aires,6,Lincoln,6469,Caminos y has aneg. Ver Ficha 2115-a (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-35.4981702,-61.8064882,Canal Regulador N°4 - La Pantanosa,67.93988230557184,Salado - RP Nº50,80.19866371284282
2036-s,10/11/1985,FLOOD,Buenos Aires,6,Las Flores,6455,80% Part. bajo agua . Ruta Nº30. Loc. aisladas. Trigo y Pardo. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Cuenca Río Salado,Cl - LN,1,1,-36.3036243,-59.3193839,Aº De los Huesos - RN 226,50.28983835265005,Aº Saladillo - RN Nº205,55.52414583699068
2115-z,10/11/1985,FLOOD,Buenos Aires,6,Laprida,6448,Caminos aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-37.52471,-60.96114,Aº Vallimanca - RN 226,62.27247087989231,Aº Tapalqué - Av de los Trabaj,80.42155474666706
2134-s,10/11/1985,FLOOD,Buenos Aires,6,Lanus,6434,V. aneg. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Riachuelo,Cl - LN,1,1,-34.69095715,-58.38386285,Finky,5.762500628805622,Arroyo San Francisco,7.414543045351206
2134-o,10/11/1985,FLOOD,Buenos Aires,6,La Plata,6441,V. aneg. Loc. afec.: Villa Elisa (77 ev.) Melchor Romero (30 ev.) y Gran La Plata (800 ev.). Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde arroyos,Cl - LN,1,1,-35.03880607,-58.05930616,La Plata,23.313993432925944,La Plata,24.225339560138988
2134-l,10/11/1985,FLOOD,Buenos Aires,6,La Matanza,6427,V.aneg. Loc. afec.: Gonzalez Catán  La Ferrere  Isidro Casanova y Manzanares.  Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desdorde Río Matanza,Cl - LN,1,1,-34.71417289,-58.50890438,Aº Medrano Reser. - Tecnópolis,8.89153321445818,Olivos,12.60587720528272
2036-r,10/11/1985,FLOOD,Buenos Aires,6,La Costa,6420,Caminos cortados  Loc. aisladas. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.48839763,-56.70043526,San Clemente,8.343995132799614,La Plata,164.358416200469
2036-x,10/11/1985,FLOOD,Buenos Aires,6,Junin,6413,Caminos aneg. Ver Ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-34.5109222,-60.865793,Aº Pergamino - Pergamino,46.569089015593704,Salado - RP Nº50,54.93642135231594
2036-y,10/11/1985,FLOOD,Buenos Aires,6,Hipolito Yrigoyen,6406,80% Part. aneg. 80% red vial afec.  caminos de tierra intransitables. Ver. ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.1793412,-61.6445672,Aº Vallimanca - RN 226,77.29582339970858,Canal Regulador N°4 - La Pantanosa,101.47307517299704
2035-g,10/11/1985,FLOOD,Buenos Aires,6,General Viamonte,6385,Caminos y Loc aneg. Ver fichas 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-35.1438182,-61.2992596,Salado - RP Nº50,44.20308223680253,Rosario,140.08944468769593
2036-a,10/11/1985,FLOOD,Buenos Aires,6,General Viamonte,6385,Dest. cosecha fina. Rutas cortadas: Nº41  Nº215. Loc. S. M. del Monte  casco urbano aneg. 90% (desborde Laguna Anonima). Bº + afec.: Las Violetas  Los Claveles  Alsina y Balneario. Ver ficha 2115-a la laguna Anonima (3 31 m  el doble de su caudal)  los barrio mas afectados: Las Violetas  Los Claveles  Alsina y Balneario. Ver ficha 2115-a (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Río Salado y arroyos,Cl - LN,1,1,-35.1438182,-61.2992596,Salado - RP Nº50,44.20308223680253,Rosario,140.08944468769593
2134-a,10/11/1985,FLOOD,Buenos Aires,6,General Sarmiento,6378,Arroyos desbordados Los Berros  Claro  Pinzado y Las Horquetas. V.aneg. Loc. afec.: Los Polvorines  Villa de Mayo  José C. Paz y Del Viso. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Reconquista y arroyos.,Cl - LN,1,1,-34.4627196,-58.7739423,Escobar,10.415238662156776,Campana,27.04555492557761
2134-q,10/11/1985,FLOOD,Buenos Aires,6,General San Martin,6371,V. aneg. Loc. afec.: José Leon Suarez  Villa Hidalgo  Villa Cauzone  Gral. San Martin (1 50 m de agua en casco urbano) (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,Cl - LN,1,1,-34.56734338,-58.58431125,Aº Medrano Reser. - Tecnópolis,8.517813269419056,San Fernando,8.65702573707137
2134-r,10/11/1985,FLOOD,Buenos Aires,6,General Rodriguez,6364,V. aneg. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,Cl - LN,1,1,-34.72117406,-59.01160158,Campana,32.945209238019075,Zárate,35.63250062006413
2035-b,10/11/1985,FLOOD,Buenos Aires,6,General Pueyrredon,6357,Caminos aneg.  has encharcadas  Loc. aisladas. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-37.80766254,-57.62989086,Mar del Plata,17.470209351835113,San Clemente,134.21992598668442
2035-i,10/11/1985,FLOOD,Buenos Aires,6,General Pinto,6351,Caminos y has aneg. Ver ficha 2115-a (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-34.8011277,-61.8636453,Canal Regulador N°4 - La Pantanosa,37.98689703913858,Salado - RP Nº50,62.32874711080386
2035-f,10/11/1985,FLOOD,Buenos Aires,6,General Lavalle,6336,Caminos aneg. Loc. aisladas. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.55442064,-57.07742058,San Clemente,42.05810411973251,La Plata,136.14277361762007
2035-d,10/11/1985,FLOOD,Buenos Aires,6,General La Madrid,6322,Emergencia Agropecuaria  pérdida cosecha fina e imposibilidad los laboreos para la gruesa.  Caminos aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado (1200 mm)  desborde arroyos.,Cl - LN,1,1,-37.53062058,-61.56911469,Sauce Grande - RN Nº3,66.5279469980556,Colorado - Pedro Luro,160.87639977699504
2036-z,10/11/1985,FLOOD,Buenos Aires,6,General Juan Madariaga,6315,Caminos aneg. Ruta Nº56 cortada. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-37.02462769,-56.95607376,San Clemente,48.773292630993694,La Plata,166.6338171461465
2035-j,10/11/1985,FLOOD,Buenos Aires,6,General Guido,6308,Caminos aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.6656205,-58.0745242,Canal 9 - Autovia 2,47.06371347923903,Salado - RN Nº02,48.310673922664535
2035-a,10/11/1985,FLOOD,Buenos Aires,6,General Belgrano,6301,Pérdida 85% cosecha fina; no se podrá efectuar laboreo de la gruesa. Rutas cortadas: Ruta Nº41  Nº29. Loc afec.: Ibanez  Newton  Gorch y  Gral. Belgrano (casco urbano aneg. 200 manzanas). Ver ficha 2115-a.hos. Loc.  Ibanez  Newton  Gorch y  Gral. Belgrano  casco urbano anegado (200 manzanas). Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Cuenca Río Salado,Cl - LN,1,1,-35.83441,-58.47736003,Salado - RP Nº 41,9.080431281406039,Arroyo San Juan - MeteoVARELA,65.91808377276904
2035-k,10/11/1985,FLOOD,Buenos Aires,6,General Arenales,6294,Caminos y has aneg. Loc. aisladas. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-34.3397918,-61.3746941,Salado - RP Nº50,2.7503860478548208,Carcarañá - Pueblo Andino,105.87765640798409
2134-e,10/11/1985,FLOOD,Buenos Aires,6,Florencio Varela,06274,V. aneg. Loc. afec.: Villa Udaondo  Villa Argentina  San Jorge  Las Pileyas  San Emilio y Capilla. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde arroyos,Cl - LN,1,1,-34.8275807,-58.222912,Arroyo San Juan - MeteoVARELA,1.4266312994764467,Arroyo Las Piedras - Rep. del Líbano,10.962084850844096
2134-v,10/11/1985,FLOOD,Buenos Aires,6,Esteban Echeverria,06260,V. aneg. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Matanza,Cl - LN,1,1,-34.88497914,-58.47780994,Finky,10.59552888352467,Arroyo San Francisco - Dr. Torre,18.536820703561684
2134-m,10/11/1985,FLOOD,Buenos Aires,6,Escobar,6252,V. aneg. Loc afec.: Maquinista Savio  Garin  Ingeniero Maschwits  Matheu.  Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde arroyo Escobar,Cl - LN,1,1,-34.3007971,-58.7215474,Escobar,1.311343412157077,Campana,27.60639676913901
2036-q,10/11/1985,FLOOD,Buenos Aires,6,Dolores,6238,Rutas cortadas: Nº9  Nº2 (4 días). Loc. Dolores  cercada por agua. Arroyo desbordados: Picasa  Arrecife y canal 9. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Cuenca Río Salado,Cl - LN,1,1,-36.3899064,-57.6947905,Canal 9 - Autovia 2,6.54312320263549,Salado - RN Nº02,30.79783700295178
2035-m,10/11/1985,FLOOD,Buenos Aires,6,Daireaux,6231,Emergencia agropecuaria  pérdida cosecha fina   no laboreos cosecha gruesa. Caída puente Ruta Nº65. Ver ficha 2115-a (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.75218201,-61.81564331,Aº Vallimanca - RN 226,97.76620874706883,Sauce Grande - RN Nº3,106.51172984495642
2035-n,10/11/1985,FLOOD,Buenos Aires,6,Coronel Suarez,6203,Pérdida 30% cosecha trigo y girasol. Corte Ruta Nº65. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-37.6402741,-62.0066225,Sauce Grande - RN Nº3,68.12299905204611,Colorado - Pedro Luro,122.4428922547249
2035-o,10/11/1985,FLOOD,Buenos Aires,6,Coronel Pringles,6196,Emergencia Agropecuaria  pérdida cosecha fina  no laboreos cosecha gruesa. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-37.9951979,-60.8897785,Aº Vallimanca - RN 226,88.06692792110118,Aº Tapalqué - Av de los Trabaj,88.62820257010453
2035-p,10/11/1985,FLOOD,Buenos Aires,6,Coronel Dorrego,6189,Caminos aneg  Loc. aisladas y has. encharcadas. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-38.7655502,-61.4127594,Sauce Grande - RN Nº3,31.600922669613166,Colorado - Pedro Luro,145.8838769027677
2036-o,10/11/1985,FLOOD,Buenos Aires,6,Chascomus,6217,Campos y caminos aneg. Loc. Chascomus: casco urbano aneg. Bº + afec.: Ipora y El Algarrobo. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Laguna Chascomus,Cl - LN,1,1,-35.4916042,-57.8945611,Salado - RN Nº02,28.229475347283664,La Plata,38.910236934189086
2035-q,10/11/1985,FLOOD,Buenos Aires,6,Chacabuco,6210,Pérdida cultivos: maíz y trigo. Caminos aneg  Ruta Nº2 cortada (4 días). Ver Ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-34.66495,-60.44139,Salado RP Nº 51 - Achupallas,43.71640131765397,Aº Pergamino - Pergamino,44.04571800891467
2036-p,10/11/1985,FLOOD,Buenos Aires,6,Castelli,6168,Pérdida cosecha fina  no laboreo cosecha gruesa. Mortalidad ganado vacuno. Caminos vecinales dest. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Cuenca Río Salado,Cl - LN,1,1,-36.1352289,-57.7158097,Canal 9 - Autovia 2,8.766358198762946,Salado - RN Nº02,18.28452922718085
2036-b,10/11/1985,FLOOD,Buenos Aires,6,Carlos Tejedor,6154,40% part. y caminos aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-35.26376343,-62.67741013,Lag. La Picasa-Inter. Can. A22,51.03904959209983,Quinto - RP Nº26,110.49075107419625
2036-c,10/11/1985,FLOOD,Buenos Aires,6,Carlos Casares,6147,80% casco urbano aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Rio Qiunto,Cl - LN,1,1,-35.83601,-61.43436,Aº Vallimanca - RN 226,60.468418209941206,Salado - RP Nº50,81.10421846286289
2036-g,10/11/1985,FLOOD,Buenos Aires,6,Bragado,6112,Caminos aneg. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Río Quinto,Cl - LN,1,1,-35.2410531,-60.3474272,Salado RP Nº 51 - Achupallas,27.836947831124167,Aº Las Flores - Gral. Alvear,55.07474230004526
2036-d,10/11/1985,FLOOD,Buenos Aires,6,Bolivar,6105,Emergencia Agropecuaria  pérdida cosechas fina  no laboreos cosecha gruesa. 75% Part. aneg. Sectores + afec. industrial y agro. Rutas cortadas: Nº205 y Nº3. Ver ficha 2115-a.lado. Sectores perjudicados el industrial y el agro. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Cuenca Río Salado,Cl - LN,1,1,-36.002259,-60.623087,Aº Vallimanca - RN 226,42.03950605054122,Aº Tapalqué - Av de los Trabaj,59.29254048526107
2134-n,10/11/1985,FLOOD,Buenos Aires,6,Berazategui,6091,V. aneg. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde arroyo Gimenez,Cl - LN,1,1,-34.83264047,-58.10084123,Arroyo San Juan - MeteoVARELA,14.453359663763147,Pilote Norden,22.795853365019013
2036-l,10/11/1985,FLOOD,Buenos Aires,6,Azul,6049,Caminos aneg. Ver ficha 2115-a.// (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-37.0314689,-59.6042326,Aº De los Huesos - RN 226,7.7851651035115195,Aº Las Flores - Gral. Alvear,74.42227195854332
2036-i,10/11/1985,FLOOD,Buenos Aires,6,Ayacucho,6042,Caminos aneg. Ver fichas 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-37.2159908,-58.6862018,Quequen Grande - Necochea,72.41299484662008,Mar del Plata,137.164813353213
